id,x,y,z,yaw,pitch,roll
50,-292.651,232.869,-12.7679,2.45454,0.00467983,0.0495529
51,-292.766,232.969,-12.758,2.45494,0.00582375,0.0507393
52,-292.883,233.074,-12.7579,2.45423,0.00599983,0.0513037
53,-293.002,233.182,-12.7643,2.45338,0.00686061,0.0492128
54,-293.129,233.283,-12.7837,2.45504,0.0097119,0.0491438
55,-293.261,233.395,-12.7628,2.45612,0.0112767,0.0492309
56,-293.38,233.513,-12.7269,2.45563,0.00803603,0.0458964
57,-293.517,233.636,-12.7318,2.45421,-0.000108457,0.0437655
58,-293.66,233.753,-12.7781,2.45468,-0.00301217,0.0434027
59,-293.782,233.856,-12.7775,2.45682,-0.00211923,0.0445232
60,-293.909,233.971,-12.7647,2.45747,-0.00278195,0.0476812
61,-294.044,234.082,-12.754,2.45741,-0.0049886,0.0487498
62,-294.172,234.196,-12.7744,2.45577,-0.0065625,0.0504025
63,-294.304,234.319,-12.7747,2.45475,-0.00610054,0.0514147
64,-294.432,234.426,-12.777,2.45545,-0.00566971,0.0523696
65,-294.564,234.552,-12.7829,2.45461,-0.00520509,0.052309
66,-294.689,234.659,-12.7792,2.45391,-0.00344066,0.0498052
67,-294.823,234.773,-12.7853,2.45505,-0.00405906,0.0482663
68,-294.957,234.892,-12.7858,2.45564,-0.00409375,0.0480426
69,-295.092,235.014,-12.7898,2.45466,-0.00432624,0.0478655
70,-295.221,235.127,-12.793,2.45497,-0.00459728,0.0482136
71,-295.359,235.243,-12.7948,2.45522,-0.00434548,0.0488016
72,-295.49,235.366,-12.791,2.45446,-0.00479699,0.0489992
73,-295.621,235.482,-12.7911,2.45341,-0.00537532,0.0490144
74,-295.757,235.597,-12.7887,2.45339,-0.00553477,0.0491874
75,-295.891,235.713,-12.792,2.45412,-0.00563066,0.0495125
76,-296.023,235.827,-12.7983,2.45372,-0.00559539,0.049294
77,-296.161,235.944,-12.7928,2.45293,-0.00494244,0.0476043
78,-296.304,236.062,-12.793,2.45323,-0.00512992,0.0455053
79,-296.441,236.186,-12.8031,2.45447,-0.00519321,0.0452845
80,-296.572,236.309,-12.8171,2.45412,-0.00357878,0.0449024
81,-296.715,236.434,-12.8179,2.45399,-0.00187178,0.0448648
82,-296.857,236.555,-12.808,2.45439,-0.0012261,0.0459161
83,-296.997,236.681,-12.8097,2.45439,-0.00181796,0.047092
84,-297.146,236.808,-12.8079,2.45412,-0.00190578,0.046698
85,-297.28,236.929,-12.8117,2.45401,-0.00104669,0.0464659
86,-297.415,237.052,-12.8143,2.45357,-7.88163e-05,0.0458399
87,-297.555,237.174,-12.8084,2.45347,0.000188442,0.0451835
88,-297.704,237.307,-12.8095,2.45418,-0.00129715,0.0451335
89,-297.84,237.429,-12.8165,2.45509,-0.00149643,0.0455529
90,-297.987,237.56,-12.8121,2.4548,-0.00200276,0.0455718
91,-298.134,237.687,-12.8195,2.45456,-0.00253684,0.044439
92,-298.274,237.811,-12.8201,2.45523,-0.00259928,0.0439488
93,-298.418,237.931,-12.8241,2.45604,-0.00314699,0.0433682
94,-298.563,238.054,-12.8223,2.45562,-0.00339578,0.0423671
95,-298.707,238.184,-12.8239,2.45519,-0.00428915,0.0411779
96,-298.859,238.317,-12.8201,2.4559,-0.00572396,0.0396869
97,-299.007,238.449,-12.817,2.45611,-0.00747696,0.03904
98,-299.164,238.575,-12.8189,2.45695,-0.0092117,0.0381973
99,-299.307,238.707,-12.8212,2.45789,-0.00922311,0.0370974
100,-299.45,238.837,-12.8292,2.45788,-0.00756653,0.0357966
101,-299.597,238.964,-12.8362,2.4586,-0.00671914,0.0352642
102,-299.751,239.089,-12.8446,2.4589,-0.00591941,0.0377943
103,-299.899,239.209,-12.8349,2.45912,-0.00501319,0.0395262
104,-300.049,239.341,-12.8254,2.45985,-0.00541065,0.0382799
105,-300.197,239.476,-12.8372,2.46019,-0.00616277,0.036411
106,-300.349,239.609,-12.8349,2.46088,-0.00494695,0.0334948
107,-300.506,239.733,-12.8378,2.46137,-0.00423902,0.0326712
108,-300.653,239.862,-12.844,2.46213,-0.0037429,0.0316172
109,-300.809,239.985,-12.8466,2.46317,-0.00368012,0.0304516
110,-300.966,240.121,-12.8563,2.46337,-0.00440114,0.0301419
111,-301.12,240.254,-12.8528,2.46352,-0.00479058,0.0295545
112,-301.273,240.38,-12.8512,2.46318,-0.00438539,0.0283841
113,-301.431,240.514,-12.8505,2.46336,-0.00267952,0.0257741
114,-301.607,240.66,-12.8449,2.46632,-0.00274208,0.0225992
115,-301.751,240.778,-12.8439,2.46874,-0.00523936,0.0217367
116,-301.915,240.917,-12.8359,2.47065,-0.00650954,0.0191873
117,-302.083,241.043,-12.8502,2.47353,-0.00626558,0.0172918
118,-302.247,241.174,-12.8494,2.47534,-0.00596624,0.0184416
119,-302.41,241.297,-12.8568,2.47818,-0.0049913,0.0172853
120,-302.574,241.424,-12.8625,2.48065,-0.00478352,0.0172253
121,-302.745,241.552,-12.8598,2.48228,-0.00470571,0.0173663
122,-302.91,241.682,-12.8584,2.48456,-0.00483056,0.0171399
123,-303.084,241.817,-12.8558,2.48713,-0.00517822,0.0165022
124,-303.255,241.944,-12.8603,2.49041,-0.00471306,0.0155212
125,-303.424,242.07,-12.8616,2.49343,-0.00515355,0.0146753
126,-303.594,242.19,-12.8579,2.49652,-0.00544389,0.013791
127,-303.768,242.31,-12.8634,2.49974,-0.00514561,0.0130095
128,-303.946,242.439,-12.8637,2.50374,-0.00438535,0.0120789
129,-304.12,242.56,-12.8631,2.5094,-0.00426035,0.0109241
130,-304.288,242.677,-12.862,2.51408,-0.00407648,0.0105673
131,-304.464,242.791,-12.8645,2.51868,-0.00449134,0.0117088
132,-304.651,242.902,-12.8607,2.52472,-0.00740582,0.0149328
133,-304.84,243.01,-12.852,2.53252,-0.00916442,0.0163679
134,-305.027,243.109,-12.8482,2.54231,-0.0107669,0.0151259
135,-305.217,243.21,-12.848,2.55267,-0.0121289,0.0112729
136,-305.404,243.311,-12.8501,2.56363,-0.0123164,0.00729551
137,-305.597,243.399,-12.8564,2.5751,-0.0117572,0.00668959
138,-305.795,243.488,-12.8636,2.58681,-0.0121065,0.00730466
139,-305.992,243.571,-12.863,2.59867,-0.0120266,0.00700176
140,-306.191,243.648,-12.8617,2.61112,-0.0119834,0.006977
141,-306.392,243.72,-12.8682,2.62416,-0.0129222,0.00690683
142,-306.595,243.79,-12.8587,2.63689,-0.0133842,0.00601661
143,-306.792,243.866,-12.8528,2.65092,-0.01312,0.00360906
144,-306.999,243.928,-12.8613,2.66677,-0.0141447,0.00157717
145,-307.206,243.983,-12.858,2.6814,-0.0142158,0.00334655
146,-307.41,244.037,-12.8595,2.69613,-0.0131799,0.00447672
147,-307.625,244.089,-12.8653,2.71214,-0.0131695,0.00601091
148,-307.844,244.138,-12.8607,2.72946,-0.012995,0.00717941
149,-308.064,244.176,-12.8553,2.74747,-0.0123118,0.00715356
150,-308.281,244.208,-12.8561,2.76667,-0.0112457,0.00563973
151,-308.507,244.238,-12.8562,2.78765,-0.0106615,0.00431964
152,-308.728,244.248,-12.8614,2.80848,-0.0107373,0.0032506
153,-308.956,244.263,-12.8627,2.82971,-0.0104714,0.00216163
154,-309.181,244.275,-12.8686,2.85252,-0.0103538,0.0029857
155,-309.419,244.264,-12.8725,2.87607,-0.00971374,0.00382687
156,-309.65,244.251,-12.8706,2.89972,-0.00789097,0.00275658
157,-309.88,244.243,-12.8705,2.92346,-0.00663352,0.00110789
158,-310.114,244.209,-12.8689,2.94769,-0.00601039,-0.000802804
159,-310.343,244.181,-12.8727,2.97223,-0.0058601,-0.0011147
160,-310.578,244.145,-12.8736,2.99774,-0.00550283,-0.000915933
161,-310.809,244.102,-12.8789,3.02299,-0.00522788,-6.61439e-05
162,-311.033,244.055,-12.883,3.04775,-0.00496971,0.000995188
163,-311.268,243.996,-12.8846,3.07307,-0.00460187,0.00222266
164,-311.501,243.939,-12.8857,3.0991,-0.00471761,0.00335504
165,-311.737,243.866,-12.8851,3.12545,-0.00516038,0.00374289
166,-311.97,243.791,-12.8936,-3.13114,-0.00470945,0.00419339
167,-312.205,243.709,-12.8955,-3.10417,-0.00289163,0.00445494
168,-312.435,243.617,-12.902,-3.0774,-0.00223509,0.00442364
169,-312.664,243.519,-12.9019,-3.05009,-0.00286229,0.00495365
170,-312.904,243.413,-12.9075,-3.02217,-0.00331077,0.00537377
171,-313.143,243.297,-12.9124,-2.99402,-0.00298569,0.00663546
172,-313.375,243.184,-12.9181,-2.96569,-0.0020066,0.00807362
173,-313.609,243.052,-12.9203,-2.93721,0.000285785,0.00968019
174,-313.841,242.921,-12.9219,-2.90894,0.00252708,0.00998212
175,-314.077,242.785,-12.9293,-2.87974,0.0024676,0.0109854
176,-314.304,242.621,-12.9376,-2.85066,0.000261003,0.0127027
177,-314.542,242.456,-12.937,-2.82274,-0.00135174,0.0123606
178,-314.777,242.296,-12.9393,-2.7942,-0.00320216,0.00958905
179,-315.027,242.108,-12.9515,-2.76438,-0.00460898,0.00994496
180,-315.275,241.921,-12.959,-2.73594,-0.00390084,0.0132126
181,-315.522,241.718,-12.9612,-2.70772,-0.00297315,0.015825
182,-315.767,241.511,-12.9599,-2.67955,-0.00156943,0.016831
183,-316.014,241.307,-12.9609,-2.65336,-0.000408656,0.0162759
184,-316.273,241.093,-12.9593,-2.62649,0.000950182,0.0150275
185,-316.518,240.861,-12.9652,-2.60073,0.00227179,0.0131899
186,-316.76,240.632,-12.9585,-2.57764,0.00353341,0.0101016
187,-316.998,240.407,-12.9631,-2.55664,0.00541507,0.00499713
188,-317.251,240.183,-12.9854,-2.53694,0.0068424,0.00196614
189,-317.483,239.958,-13.0024,-2.51858,0.00697178,0.00321143
190,-317.72,239.721,-13.0068,-2.50114,0.00560344,0.00737426
191,-317.955,239.482,-13.0085,-2.48498,0.00262474,0.0102837
192,-318.191,239.252,-12.997,-2.46795,0.000701279,0.0114608
193,-318.41,239.005,-13.0023,-2.45052,0.000350486,0.0131373
194,-318.633,238.762,-12.998,-2.43425,0.00118957,0.0135944
195,-318.861,238.508,-13.0045,-2.41687,0.000953075,0.0125586
196,-319.089,238.266,-13.0231,-2.40027,-0.000194433,0.0117558
197,-319.304,238.002,-13.0231,-2.38526,-0.00220761,0.0109545
198,-319.529,237.727,-13.0337,-2.37017,-0.00397417,0.0108068
199,-319.765,237.454,-13.0502,-2.35646,-0.00797264,0.0120789
200,-320.01,237.171,-13.0499,-2.34378,-0.0125578,0.0126697
201,-320.259,236.872,-13.0423,-2.3327,-0.0183038,0.0117874
