id,x,y,z,yaw,pitch,roll
55,1706.49,1000.05,0,-2.16674,-0.0132166,-0.00458719
56,1706.33,999.815,0,-2.16462,-0.0137818,-0.00449629
57,1706.2,999.621,0,-2.16387,-0.0143251,-0.00338964
58,1706.02,999.363,0,-2.16126,-0.0144614,-0.00321701
59,1705.88,999.158,0,-2.15988,-0.0140033,-0.00529413
60,1705.72,998.938,0,-2.15708,-0.0143375,-0.00638326
61,1705.57,998.699,0,-2.15565,-0.0149113,-0.00486108
62,1705.42,998.474,0,-2.15236,-0.0148494,-0.0046638
63,1705.27,998.262,0,-2.15155,-0.0156337,-0.00538937
64,1705.12,998.047,0,-2.14915,-0.0126649,-0.00903297
65,1704.95,997.814,0,-2.14798,-0.0117532,-0.0118357
66,1704.79,997.566,0,-2.1451,-0.0119934,-0.0137094
67,1704.76,997.517,0,-2.1453,-0.0118703,-0.0132037
68,1704.48,997.105,0,-2.14113,-0.0127144,-0.0136064
69,1704.33,996.845,0,-2.13948,-0.0128294,-0.0113472
70,1704.2,996.618,0,-2.13723,-0.0143505,-0.00878683
71,1704.04,996.373,0,-2.13571,-0.0143503,-0.0105075
72,1703.91,996.184,0,-2.13604,-0.014786,-0.00854749
73,1703.79,996.001,0,-2.13392,-0.0147152,-0.0100938
74,1703.61,995.699,0,-2.13105,-0.0160284,-0.0093203
75,1703.42,995.412,0,-2.13059,-0.0170539,-0.00934235
76,1703.3,995.22,0,-2.12931,-0.0174932,-0.00952498
77,1703.06,994.846,0,-2.12781,-0.0177336,-0.0095819
78,1702.95,994.692,0,-2.12777,-0.0175098,-0.00972659
79,1702.75,994.385,0,-2.12554,-0.0164048,-0.0134578
80,1702.63,994.191,0,-2.12579,-0.01592,-0.0122633
81,1702.43,993.847,0,-2.12524,-0.0175843,-0.00915555
82,1702.29,993.607,0,-2.12491,-0.0176901,-0.00980777
83,1702.13,993.347,0,-2.12567,-0.0189582,-0.00787638
84,1702,993.08,0,-2.12411,-0.0192321,-0.00604697
85,1701.78,992.721,0,-2.12011,-0.00483541,-0.0136545
86,1701.67,992.531,0,-2.11975,-0.00515535,-0.0140747
87,1701.47,992.215,0,-2.12039,-0.00518697,-0.0143429
88,1701.34,992.022,0,-2.1207,-0.00505836,-0.0130135
89,1701.19,991.774,0,-2.12194,-0.00558135,-0.012175
90,1701.05,991.525,0,-2.1215,-0.0046095,-0.0109861
91,1700.81,991.159,0,-2.1227,-0.00426636,-0.0135909
92,1700.81,991.131,0,-2.12373,-0.00444193,-0.0143553
93,1700.46,990.584,0,-2.12677,-0.00310087,-0.0140416
94,1700.36,990.399,0,-2.12842,-0.00487156,-0.014188
95,1700.16,990.109,0,-2.13114,-0.00491442,-0.0143693
96,1699.95,989.759,0,-2.13212,-0.00654864,-0.0125288
97,1699.85,989.608,0,-2.13516,-0.00685329,-0.0123448
98,1699.59,989.182,0,-2.13508,-0.00744566,-0.0131482
99,1699.4,988.893,0,-2.13709,-0.00763494,-0.0141048
100,1699.31,988.742,0,-2.13917,-0.00647932,-0.0113311
101,1699.09,988.406,0,-2.14287,-0.0141531,-0.00603957
102,1699,988.239,0,-2.1442,-0.0145861,-0.00205375
103,1698.82,987.996,0,-2.14696,-0.0138732,-0.00585992
104,1698.68,987.818,0,-2.14944,-0.015217,-0.00883785
105,1698.49,987.481,0,-2.15077,-0.0155418,-0.00351165
106,1698.37,987.287,0,-2.15145,-0.0159279,-0.0028645
107,1698.13,986.959,0,-2.15374,-0.0156222,-0.00747581
108,1698,986.75,0,-2.15487,-0.0164968,-0.00613791
109,1697.77,986.401,0,-2.15778,-0.0172718,-0.00396476
110,1697.65,986.204,0,-2.15934,-0.0182088,-0.00175008
111,1697.45,985.861,0,-2.16075,-0.0181279,-0.00235527
112,1697.27,985.601,0,-2.16203,-0.0174634,-0.00191548
113,1697.14,985.404,0,-2.16363,-0.0170864,-0.00340914
114,1697.07,985.295,0,-2.16503,-0.0176116,-0.00113371
115,1696.84,984.935,0,-2.16737,-0.0171969,-0.000175161
116,1696.56,984.49,0,-2.16863,-0.0151393,-0.0012229
117,1696.25,983.93,0,-2.16945,-0.0163264,-0.00431336
118,1696.07,983.677,0,-2.17031,-0.0172764,-0.00474813
119,1695.96,983.465,0,-2.17258,-0.0160272,-0.00102425
120,1695.84,983.266,0,-2.17404,-0.0164217,-0.000932389
121,1695.73,983.204,0,-2.17872,-0.0172682,-0.00160297
122,1695.54,982.937,0,-2.18016,-0.0180041,-0.000965514
123,1695.5,982.948,0,-2.18282,-0.0185568,-0.00242098
124,1695.49,982.953,0,-2.18402,-0.0195866,-0.00476896
125,1695.36,982.806,0,-2.18662,-0.0193546,-0.00482591
126,1695.2,982.569,0,-2.18746,-0.019225,-0.00585042
127,1695.05,982.368,0,-2.18905,-0.0198433,-0.00456251
128,1694.9,982.15,0,-2.18909,-0.0191868,-0.00169751
129,1694.75,981.942,0,-2.19076,-0.0186912,0.000260357
130,1694.7,981.887,0,-2.19149,-0.0197607,0.000562219
131,1694.5,981.628,0,-2.19198,-0.0202032,-9.78e-05
132,1694.35,981.434,0,-2.19394,-0.0197775,0.000495877
133,1694.25,981.292,0,-2.19436,-0.0197342,-0.000259615
134,1694.04,981.017,0,-2.19586,-0.0196034,-0.00102745
135,1693.98,980.948,0,-2.19754,-0.0186899,-0.000877522
136,1693.83,980.771,0,-2.19995,-0.019587,0.000490335
137,1693.67,980.567,0,-2.20045,-0.0196952,-0.000181116
138,1693.54,980.399,0,-2.20113,-0.0193761,-0.00248848
139,1693.36,980.164,0,-2.20274,-0.0187514,-0.00336799
140,1693.19,979.951,0,-2.20347,-0.0191434,-0.00399633
141,1693.07,979.776,0,-2.20319,-0.0189623,-0.00388585
142,1692.89,979.5,0,-2.2033,-0.0191367,-0.00333291
143,1692.79,979.384,0,-2.20274,-0.0197078,-0.00177614
144,1692.61,979.096,0,-2.20312,-0.0270998,0.0106998
145,1692.49,978.923,0,-2.20253,-0.0272226,0.0110549
146,1692.39,978.821,0,-2.20246,-0.0272231,0.0100285
147,1692.19,978.53,0,-2.2021,-0.0304409,0.0116096
148,1692.06,978.345,0,-2.20168,-0.0310672,0.0119499
149,1691.94,978.176,0,-2.20059,-0.0309529,0.0119571
150,1691.81,977.997,0,-2.19972,-0.030697,0.0115892
151,1691.65,977.779,0,-2.19821,-0.0311914,0.0119153
152,1691.44,977.477,0,-2.19711,-0.029948,0.0102363
153,1691.31,977.292,0,-2.19519,-0.0293632,0.00926105
154,1691.09,977.002,0,-2.19498,-0.0303144,0.00925123
155,1690.98,976.85,0,-2.19321,-0.0277778,0.00738047
156,1690.92,976.801,0,-2.19253,-0.0272591,0.00661404
157,1690.73,976.489,0,-2.1914,-0.0251658,0.00477074
158,1690.58,976.266,0,-2.19216,-0.0222188,0.00687571
159,1690.52,976.252,0,-2.18783,-0.015341,0.00267533
160,1690.27,975.878,0,-2.18523,-0.0136382,0.0038333
161,1690.21,975.85,0,-2.18256,-0.0142389,0.00299211
162,1690.08,975.674,0,-2.18114,-0.0151767,0.00220987
163,1690,975.556,0,-2.17936,-0.0147972,0.00299829
164,1689.84,975.368,0,-2.17763,-0.0145028,0.00260926
165,1689.66,975.116,0,-2.17571,-0.0150015,0.00237659
166,1689.49,974.918,0,-2.17468,-0.0152979,-0.00159984
167,1689.39,974.764,0,-2.17269,-0.0182125,7.93232e-06
168,1689.18,974.449,0,-2.17039,-0.0190025,-0.00168271
169,1689.08,974.289,0,-2.16823,-0.0196102,-0.000307383
170,1688.99,974.136,0,-2.16737,-0.0210847,-0.000385648
171,1688.79,973.826,0,-2.16467,-0.0222955,0.000613162
172,1688.67,973.661,0,-2.16319,-0.0200836,0.000612004
173,1688.56,973.496,0,-2.16002,-0.018604,-0.000152314
174,1688.46,973.344,0,-2.15768,-0.0174073,0.00180611
175,1688.23,973.041,0,-2.15511,-0.0144339,-0.000564518
176,1688.08,972.859,0,-2.15327,-0.0147732,-0.00190782
177,1688,972.746,0,-2.14992,-0.0129881,-0.00488951
178,1687.84,972.535,0,-2.14952,-0.0144897,-0.00372053
179,1687.69,972.287,0,-2.14858,-0.0150649,-0.0032644
180,1687.57,972.077,0,-2.14748,-0.0182093,-0.000869983
181,1687.41,971.833,0,-2.14717,-0.0210222,-1.12676e-05
182,1687.3,971.648,0,-2.14534,-0.0217059,0.00305272
183,1687.18,971.462,0,-2.14395,-0.0194482,0.0026729
184,1687.06,971.28,0,-2.14216,-0.0206267,0.00117816
185,1686.93,971.097,0,-2.14088,-0.0173863,-0.00118346
186,1686.79,970.91,0,-2.1413,-0.0197195,-0.00653263
187,1686.66,970.727,0,-2.14109,-0.0226055,-0.00511457
188,1686.54,970.548,0,-2.13952,-0.0228314,-0.00515289
189,1686.42,970.364,0,-2.13799,-0.0231954,-0.00497887
190,1686.3,970.211,0,-2.13624,-0.0233063,-0.00557843
191,1686.2,970.028,0,-2.13482,-0.0246999,-0.00412113
192,1686.07,969.857,0,-2.13469,-0.0237821,-0.0050565
193,1685.95,969.649,0,-2.13605,-0.0205976,-0.00958829
194,1685.85,969.499,0,-2.13352,-0.0209138,-0.00914159
195,1685.69,969.097,0,-2.14475,-0.022387,-0.0119858
196,1685.58,968.932,0,-2.14405,-0.0225707,-0.0107141
197,1685.48,968.778,0,-2.14183,-0.0221792,-0.0106838
198,1685.37,968.595,0,-2.14186,-0.0227758,-0.0116128
199,1685.26,968.425,0,-2.14098,-0.0224299,-0.0121817
200,1685.15,968.255,0,-2.14029,-0.0230039,-0.0111406
201,1685.04,968.086,0,-2.13838,-0.0228897,-0.0113964
202,1684.93,967.91,0,-2.13748,-0.0236897,-0.0108205
203,1684.82,967.742,0,-2.13625,-0.0244126,-0.0112049
204,1684.69,967.546,0,-2.13663,-0.0248422,-0.0110841
205,1684.6,967.402,0,-2.13383,-0.0243465,-0.0114771
206,1684.5,967.236,0,-2.1326,-0.02422,-0.011577
207,1684.37,967.047,0,-2.13158,-0.0243137,-0.0123802
208,1684.27,966.881,0,-2.13026,-0.0233527,-0.0120187
209,1684.18,966.718,0,-2.12891,-0.0240006,-0.0117202
210,1684.07,966.561,0,-2.12681,-0.0247381,-0.0114163
211,1683.97,966.391,0,-2.12547,-0.0246244,-0.0115176
212,1683.84,966.18,0,-2.12512,-0.0233919,-0.00937087
213,1683.72,965.994,0,-2.12386,-0.023332,-0.00944167
214,1683.64,965.85,0,-2.12213,-0.0232463,-0.00968599
215,1683.5,965.63,0,-2.12043,-0.0235089,-0.00964024
216,1683.4,965.462,0,-2.11889,-0.0239513,-0.00902897
217,1683.26,965.256,0,-2.11739,-0.0286772,-0.00703878
218,1683.15,965.088,0,-2.1167,-0.0303872,-0.00895303
219,1683.02,964.86,0,-2.11678,-0.0310068,-0.00878885
220,1682.89,964.651,0,-2.11479,-0.0307732,-0.0101589
221,1682.78,964.474,0,-2.11301,-0.0296416,-0.0113433
222,1682.65,964.267,0,-2.11291,-0.0309452,-0.010746
223,1682.55,964.094,0,-2.11053,-0.0298831,-0.0111688
224,1682.41,963.868,0,-2.11137,-0.0308139,-0.0112034
225,1682.29,963.649,0,-2.11024,-0.0311089,-0.0104021
226,1682.17,963.453,0,-2.10907,-0.0297278,-0.0102096
227,1682.02,963.237,0,-2.10894,-0.0287916,-0.0124171
228,1681.91,963.04,0,-2.10733,-0.0292061,-0.0129874
229,1681.77,962.802,0,-2.10706,-0.0293754,-0.0137099
230,1681.63,962.565,0,-2.10686,-0.0306777,-0.0110912
231,1681.5,962.358,0,-2.10642,-0.0291565,-0.0108539
232,1681.37,962.146,0,-2.10677,-0.0258127,-0.0114954
233,1681.23,961.908,0,-2.1061,-0.0245402,-0.0115988
234,1681.1,961.682,0,-2.106,-0.0198569,-0.00979824
235,1680.99,961.469,0,-2.10535,-0.0205894,-0.00781181
236,1680.82,961.207,0,-2.10596,-0.0203745,-0.00805437
237,1680.69,960.969,0,-2.10479,-0.0203903,-0.0074713
238,1680.57,960.76,0,-2.10452,-0.0205129,-0.00664549
239,1680.39,960.469,0,-2.10514,-0.0210552,-0.00761959
240,1680.28,960.269,0,-2.10541,-0.0204521,-0.00757471
241,1680.1,959.995,0,-2.10693,-0.0197219,-0.00841872
242,1679.96,959.731,0,-2.10614,-0.0199123,-0.0100766
243,1679.82,959.464,0,-2.10702,-0.0187614,-0.00994043
244,1679.69,959.236,0,-2.10795,-0.0184761,-0.00739539
245,1679.52,958.955,0,-2.10969,-0.0182452,-0.00547693
246,1679.36,958.778,0,-2.11093,-0.0112938,-0.014035
247,1679.2,958.534,0,-2.11095,-0.00992278,-0.0154927
248,1679.06,958.301,0,-2.11071,-0.0106474,-0.0181142
249,1678.92,958.059,0,-2.11107,-0.0108874,-0.0184358
250,1678.77,957.81,0,-2.1125,-0.0125207,-0.0170468
251,1678.63,957.611,0,-2.11372,-0.0157992,-0.0149952
252,1678.52,957.427,0,-2.11412,-0.0217636,-0.0138707
253,1678.38,957.129,0,-2.11526,-0.0322924,-0.00182948
254,1678.23,956.944,0,-2.1152,-0.0300515,-0.00091088
255,1678.11,956.703,0,-2.11513,-0.0295715,-0.000905328
256,1677.94,956.45,0,-2.11675,-0.0312939,-0.000427936
257,1677.79,956.233,0,-2.11827,-0.0279918,-0.00391261
258,1677.65,955.992,0,-2.12005,-0.0287955,-0.00674718
259,1677.54,955.767,0,-2.123,-0.0262417,-0.00709212
260,1677.4,955.539,0,-2.12247,-0.0259068,-0.00479713
261,1677.25,955.286,0,-2.12307,-0.027641,-0.0029446
262,1677.07,955.063,0,-2.12236,-0.0184123,-0.0115899
263,1676.9,954.806,0,-2.12324,-0.0208672,-0.0151775
264,1676.72,954.566,0,-2.12417,-0.0206028,-0.0173711
265,1676.58,954.348,0,-2.12533,-0.0225453,-0.0126767
266,1676.44,954.145,0,-2.12513,-0.0222989,-0.0110049
267,1676.31,953.928,0,-2.12554,-0.0234122,-0.00899923
268,1676.15,953.674,0,-2.12535,-0.0247657,-0.0102211
269,1676.04,953.436,0,-2.12554,-0.0243539,-0.0129152
270,1675.91,953.244,0,-2.12598,-0.026209,-0.0127652
271,1675.76,953.038,0,-2.12604,-0.0238521,-0.013707
272,1675.62,952.817,0,-2.1255,-0.0209673,-0.0124429
273,1675.47,952.603,0,-2.12639,-0.0208709,-0.0114554
274,1675.31,952.334,0,-2.12626,-0.0241479,-0.0121905
275,1675.17,952.118,0,-2.12673,-0.0245065,-0.0114376
276,1675.01,951.878,0,-2.12603,-0.0248818,-0.0119519
277,1674.87,951.672,0,-2.12412,-0.0255936,-0.0105989
278,1674.71,951.451,0,-2.12314,-0.0247565,-0.0115163
279,1674.57,951.206,0,-2.12084,-0.0244972,-0.0111824
280,1674.41,950.975,0,-2.11877,-0.0245334,-0.0116137
281,1674.28,950.745,0,-2.11528,-0.0246647,-0.0109164
282,1674.14,950.504,0,-2.11089,-0.0233326,-0.0112321
283,1673.99,950.247,0,-2.10402,-0.0238332,-0.0115315
284,1673.86,950.041,0,-2.09955,-0.0235848,-0.0116894
285,1673.71,949.765,0,-2.09222,-0.0238219,-0.0106665
286,1673.57,949.529,0,-2.0861,-0.0216677,-0.0109487
287,1673.43,949.287,0,-2.07539,-0.0229868,-0.0101213
288,1673.3,949.067,0,-2.06913,-0.0209432,-0.0102538
289,1673.15,948.809,0,-2.05871,-0.023861,-0.00930876
290,1673.02,948.611,0,-2.05205,-0.0244314,-0.00992203
291,1672.9,948.349,0,-2.0388,-0.0245923,-0.0101921
292,1672.78,948.127,0,-2.0313,-0.026694,-0.010905
293,1672.69,947.881,0,-2.01781,-0.026801,-0.0112377
294,1672.57,947.655,0,-2.00786,-0.0229796,-0.0159725
295,1672.45,947.385,0,-1.99298,-0.0213344,-0.0173021
296,1672.34,947.179,0,-1.98383,-0.0208181,-0.0167938
297,1672.22,946.898,0,-1.96966,-0.0198043,-0.0152831
298,1672.08,946.618,0,-1.95709,-0.021391,-0.0110246
299,1671.98,946.341,0,-1.93833,-0.0214215,-0.00989537
300,1671.87,946.101,0,-1.92962,-0.0222384,-0.00969102
301,1671.78,945.792,0,-1.91139,-0.0223282,-0.00862452
302,1671.68,945.578,0,-1.90165,-0.0229846,-0.00827817
303,1671.58,945.278,0,-1.88351,-0.0228578,-0.00875516
304,1671.49,945.065,0,-1.87247,-0.0234358,-0.00888352
305,1671.41,944.765,0,-1.85159,-0.024282,-0.00800974
306,1671.33,944.541,0,-1.8392,-0.0238707,-0.00729696
307,1671.25,944.215,0,-1.81808,-0.0246553,-0.00761414
308,1671.17,943.962,0,-1.80695,-0.0240176,-0.00616704
309,1671.1,943.637,0,-1.78614,-0.0251086,-0.00472328
310,1671.05,943.424,0,-1.77332,-0.0229307,-0.00313682
311,1671,943.144,0,-1.75215,-0.0184733,-0.00163658
312,1670.94,942.887,0,-1.73934,-0.01862,-0.00103253
313,1670.92,942.594,0,-1.71832,-0.0175181,0.00135599
314,1670.85,942.33,0,-1.70588,-0.0188232,0.00150094
315,1670.84,942.057,0,-1.68533,-0.0181367,0.000356351
316,1670.77,941.786,0,-1.67118,-0.0211295,0.000459777
317,1670.74,941.524,0,-1.64959,-0.0187493,-0.001696
318,1670.7,941.246,0,-1.63571,-0.0185125,-0.00208423
319,1670.7,940.961,0,-1.61346,-0.0186268,-8.77871e-05
320,1670.68,940.691,0,-1.60048,-0.0186571,0.000612694
321,1670.67,940.376,0,-1.5792,-0.0180782,0.00113094
322,1670.66,940.107,0,-1.56497,-0.0176455,0.00145355
323,1670.66,939.804,0,-1.54393,-0.0152054,-0.000688035
324,1670.64,939.512,0,-1.53034,-0.0116973,-0.00401053
325,1670.66,939.247,0,-1.50912,-0.0115818,-0.00695121
326,1670.65,938.955,0,-1.49468,-0.0138287,-0.010322
327,1670.68,938.688,0,-1.47198,-0.0136499,-0.0158706
328,1670.68,938.443,0,-1.45891,-0.0164381,-0.0233318
329,1670.7,938.149,0,-1.43677,-0.0150583,-0.0163621
330,1670.72,937.862,0,-1.4233,-0.0136629,-0.0122816
331,1670.78,937.554,0,-1.40068,-0.0132365,-0.00647017
332,1670.82,937.329,0,-1.3889,-0.0119037,-0.00892307
333,1670.88,937.008,0,-1.36618,-0.0115324,-0.00858531
334,1670.92,936.749,0,-1.35612,-0.0108728,-0.00739731
335,1670.99,936.473,0,-1.33557,-0.0118424,-0.00451438
336,1671.07,936.196,0,-1.32171,-0.0134049,0.000255694
337,1671.13,935.919,0,-1.29988,-0.0139209,0.000624104
338,1671.19,935.665,0,-1.28676,-0.0148445,-0.00370949
339,1671.27,935.404,0,-1.26513,-0.0149921,-0.000637051
340,1671.34,935.137,0,-1.25253,-0.0165221,-0.00134895
341,1671.45,934.848,0,-1.23118,-0.0191486,0.000821672
342,1671.53,934.583,0,-1.22046,-0.0203632,0.00139081
343,1671.63,934.3,0,-1.19912,-0.0199935,0.00166646
344,1671.69,934.043,0,-1.18762,-0.0236835,0.00363232
345,1671.79,933.758,0,-1.16664,-0.0234446,0.00320334
346,1671.9,933.508,0,-1.15441,-0.0245199,0.00246565
347,1672.03,933.278,0,-1.13504,-0.0237789,0.000466718
348,1672.13,933.024,0,-1.12376,-0.0239948,0.000796921
349,1672.27,932.754,0,-1.10329,-0.0251765,0.0008971
350,1672.37,932.521,0,-1.08986,-0.0271071,-0.00173386
351,1672.51,932.244,0,-1.07302,-0.0281948,-0.00423632
352,1672.64,932.003,0,-1.05636,-0.0260036,-0.00321774
353,1672.78,931.739,0,-1.03586,-0.0268294,-0.00327444
354,1672.91,931.517,0,-1.02595,-0.0268244,-0.00333274
355,1673.07,931.264,0,-1.00661,-0.0286817,-0.00418805
356,1673.2,931.023,0,-0.995357,-0.0278247,-0.00389802
357,1673.35,930.804,0,-0.976881,-0.0284292,-0.00399177
358,1673.49,930.588,0,-0.963358,-0.022916,-0.00850132
359,1673.62,930.33,0,-0.944534,-0.0211348,-0.0175996
360,1673.79,930.131,0,-0.934863,-0.0195867,-0.0165487
361,1673.96,929.876,0,-0.919275,-0.0205838,-0.0216066
362,1674.12,929.677,0,-0.907923,-0.0197607,-0.0212545
363,1674.29,929.444,0,-0.892939,-0.0215055,-0.0210327
364,1674.45,929.235,0,-0.880809,-0.0215726,-0.0218732
365,1674.66,929.037,0,-0.864025,-0.0212471,-0.0219878
366,1674.82,928.819,0,-0.854261,-0.0208254,-0.0225648
367,1675.01,928.624,0,-0.840183,-0.0209371,-0.0225727
368,1675.18,928.438,0,-0.832541,-0.0206686,-0.0235164
369,1675.38,928.245,0,-0.819408,-0.0207478,-0.0248859
370,1675.56,928.031,0,-0.812722,-0.0198262,-0.0244948
371,1675.74,927.839,0,-0.799636,-0.0179214,-0.026766
372,1675.92,927.628,0,-0.793544,-0.0185529,-0.0276194
373,1676.13,927.411,0,-0.779701,-0.0186821,-0.0289251
374,1676.3,927.199,0,-0.77325,-0.0155944,-0.0335087
375,1676.53,926.996,0,-0.762191,-0.015363,-0.0335648
376,1676.71,926.806,0,-0.758222,-0.0143924,-0.0326512
377,1676.92,926.611,0,-0.74963,-0.0150172,-0.0327646
378,1677.13,926.394,0,-0.743627,-0.01533,-0.031549
379,1677.35,926.219,0,-0.7341,-0.0152271,-0.0326957
380,1677.55,926.024,0,-0.728456,-0.0152568,-0.0321085
381,1677.76,925.831,0,-0.719665,-0.0142838,-0.0315889
382,1677.99,925.646,0,-0.715139,-0.0138137,-0.0294216
383,1678.22,925.421,0,-0.707299,-0.0157364,-0.0341431
384,1678.45,925.206,0,-0.704264,-0.017649,-0.0360948
385,1678.68,925.026,0,-0.695638,-0.018597,-0.0369106
386,1678.9,924.82,0,-0.691772,-0.0172477,-0.0417901
387,1679.14,924.615,0,-0.685579,-0.0157143,-0.0412239
388,1679.38,924.393,0,-0.681985,-0.0153257,-0.0406476
389,1679.62,924.227,0,-0.675934,-0.0127158,-0.042299
